[this.name:厚味香辣馆打浦店],[this.address:卢湾区瑞金南路1号海兴广场3层(近徐家汇路)],[this.telephone:021-64432779  ],[this.averageCost:60],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:30:03 CST 2013],[this.tags:[水煮鲶鱼, 馋嘴牛蛙, 钵钵鸡, 酸梅汤]],[this.teses:null]
[this.name:巴国布衣世博店],[this.address:地址：世博大道1368号世博源110号商铺],[this.telephone:021-31118055],[this.averageCost:],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:29:59 CST 2013],[this.tags:[]],[this.teses:null]
[this.name:辛香汇西藏中路店],[this.address:黄浦区金陵东路500号亚龙国际广场4层(近西藏中路)],[this.telephone:4001001717  ],[this.averageCost:64],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:99%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:29:59 CST 2013],[this.tags:[馋嘴牛蛙, 水煮鲶鱼, 糯米南瓜, 水煮鱼]],[this.teses:null]
[this.name:俏江南正大广场店],[this.address:浦东新区陆家嘴西路168号正大广场10楼东方明珠对面近滨江大道],[this.telephone:021-50471817  ],[this.averageCost:262],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:95%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:30:02 CST 2013],[this.tags:[江石滚肥牛, 口水鸡, 鹅肝酱鸡腿菇]],[this.teses:null]
[this.name:厚味香辣馆四川北路店],[this.address:虹口区四川北路1689号嘉杰国际广场4层(近东宝兴路)],[this.telephone:021-64282777  ],[this.averageCost:44],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:96%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:30:02 CST 2013],[this.tags:[土豆丝, 钵钵鸡, 回锅肉, 冰橙奶香土豆泥]],[this.teses:null]
[this.name:三顾牛蛙馆肇嘉浜路店],[this.address:徐汇区肇嘉浜路883号(宛平路口)],[this.telephone:021-64694611  ],[this.averageCost:49],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:86%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:30:03 CST 2013],[this.tags:[干锅牛蛙, 莲藕, 菊花蜜, 干埚牛蛙]],[this.teses:null]
[this.name:巴国布衣浦东店],[this.address:地址：浦东新区东方路738号裕安大厦3层(近世纪大道、张杨路)],[this.telephone:021-58207668],[this.averageCost:72],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:94%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:29:58 CST 2013],[this.tags:[毛血旺, 巴倒烫, 麻婆豆腐, 酸菜鱼]],[this.teses:null]
[this.name:三娘鱼庄吴中路店],[this.address:闵行区吴中路1050号虹桥盛世莲花广场5幢北楼1层(近莲花路，近虹中路)],[this.telephone:021-64656177  ],[this.averageCost:62],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:30:06 CST 2013],[this.tags:[毛血旺, 牛蛙, 夫妻肺片, 水煮鱼, 火爆牛蛙]],[this.teses:null]
[this.name:辛香汇浦东店],[this.address:浦东新区张杨路601号浦东国际美食城5层(近南泉北路)],[this.telephone:4001001717  ],[this.averageCost:52],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:98%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:30:04 CST 2013],[this.tags:[水煮鲶鱼, 馋嘴牛蛙, 钵钵鸡, 水煮鱼]],[this.teses:null]
[this.name:巴国布衣外高桥店],[this.address:地址：夏碧路18号（近杨高北路）],[this.telephone:021-22065788],[this.averageCost:90],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:29:59 CST 2013],[this.tags:[]],[this.teses:null]
