[this.name:御花园],[this.address:浦东新区金港路318富豪金丰酒店2楼],[this.telephone:021-58993838  ],[this.averageCost:131],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:14:03 CST 2013],[this.tags:[冰激凌, 海鲜, 三文鱼, 甜品]],[this.teses:null]
[this.name:金钱豹延安西路店],[this.address:长宁区延安西路3162号金钱豹大酒店1层(近虹中路)],[this.telephone:021-64069999  ],[this.averageCost:242],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:95%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:13:56 CST 2013],[this.tags:[大闸蟹, 三文鱼, 澳洲大龙虾, 提拉米苏]],[this.teses:null]
[this.name:冰度烤肉],[this.address:闸北区西藏北路1228号2楼(近中山北路)],[this.telephone:021-36369917  ],[this.averageCost:],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:13:59 CST 2013],[this.tags:[]],[this.teses:null]
[this.name:1+1韩国烤肉自助餐],[this.address:浦东新区长岛路1252号翡翠坊(近台儿庄路)],[this.telephone:021-60893053  ],[this.averageCost:41],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:50%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:13:59 CST 2013],[this.tags:[香菇, 里脊肉, 石锅拌饭, 五花肉, 肥牛]],[this.teses:null]
[this.name:金钱豹中信店],[this.address:静安区南京西路1168号中信泰富广场4-5层(江宁路与陕西北路间)],[this.telephone:021-52929999  ],[this.averageCost:150],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:97%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:13:54 CST 2013],[this.tags:[烤鳗鱼, cheeze蛋糕, 菲力牛排]],[this.teses:null]
[this.name:巴贝隆自助烤肉周浦万达店],[this.address:浦东新区沪南公路3439弄万达商业广场美食街28号2-3楼(近万达广场美食街)],[this.telephone:021-20980177  ],[this.averageCost:],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:14:00 CST 2013],[this.tags:[]],[this.teses:null]
[this.name:金钱豹汇金店],[this.address:徐汇区肇嘉浜路1000号汇金百货8层],[this.telephone:021-64839999  ],[this.averageCost:185],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:90%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:13:56 CST 2013],[this.tags:[三文鱼, 哈根达斯, 大闸蟹, 挪威三文鱼]],[this.teses:null]
[this.name:龙の梦自助碳烤],[this.address:地址:青浦区公园路666弄41-45...],[this.telephone:],[this.averageCost:],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:14:00 CST 2013],[this.tags:[都可以试试]],[this.teses:null]
[this.name:巴贝隆枣阳店],[this.address:枣阳路428号],[this.telephone:  15721158928],[this.averageCost:40],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:66%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:13:59 CST 2013],[this.tags:[五花肉, 梅花肉, 秘制鸡肉, 藕片, 牛舌]],[this.teses:null]
[this.name:烤满分古美店],[this.address:闵行区古美路1390号（近东兰路）],[this.telephone:021-51001759   13764722256],[this.averageCost:50],[this.openTime:null],[this.closeTime:null],[this.description:null],[this.fuwu:0],[this.huanjing:0],[this.kouwei:0],[this.xingjiabi:0],[this.grade:100%],[this.markedCount:0],[this.nickName:null],[this.cateType:null],[this.enable:false],[this.joinedDate:Mon Jul 22 20:14:00 CST 2013],[this.tags:[翅中, 生蚝, 馒头片, 烤全茄, 秋刀鱼]],[this.teses:null]
