citycode:027|poiid:B001B1C7GB|name:维多俐娅(洞庭街店)|address:合作路洞庭街53号附1号(洞庭街天桥旁)|location:114.299024,30.584089|tel:027-82821122|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B18NNN|name:都晓得|address:天津路7附近|location:114.298652,30.58365|tel:15307158199|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B18Q18|name:妙语悠香茶餐厅(天津路)|address:江岸区天津路7号(天津路隧道出口旁)|location:114.298755,30.58358|tel:027-82771879|type:餐饮服务;快餐厅;茶餐厅
citycode:027|poiid:B001B0B0L1|name:湖南牛肉(杂)粉面|address:洞庭街57附7|location:114.299396,30.584781|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B18PY0|name:甜蜜蜜餐饮(鄱阳街)|address:鄱阳街65|location:114.298095,30.585137|tel:027-82823361|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B18PVF|name:金三角排档|address:合作路24-26|location:114.298143,30.585383|tel:027-82812155|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B0BF4F|name:新四季汤包馆(鄱阳街)|address:鄱阳街75|location:114.298436,30.585478|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B18XU9|name:渝家小馆(天津路)|address:天津路32|location:114.297413,30.584917|tel:027-82785977|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:027|poiid:B000A9DDQ1|name:老太珍火锅城|address:洞庭街67号|location:114.299612,30.585137|tel:027-82822722|type:餐饮服务;中餐厅;火锅店
citycode:027|poiid:B001B1BG66|name:千湖鱼社|address:天津路30号(呷呷概念火锅旁)|location:114.29737,30.584997|tel:027-82851001|type:餐饮服务;中餐厅;湖北菜(鄂菜)
citycode:027|poiid:B001B0BBCP|name:陶仙居(鄱阳街)|address:鄱阳街79|location:114.298534,30.585583|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B1CEFC|name:喻家小馆|address:天津路|location:114.297322,30.584964|tel:027-82785977|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B16KQO|name:红庄园酒楼|address:天津路34|location:114.297327,30.584972|tel:027-82793177;027-82795177|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B0IT1T|name:小黄鱼酒楼|address:汉口合作路34号|location:114.297928,30.585542|tel:027-82815434;027-82919788|type:餐饮服务;中餐厅;综合酒楼
citycode:027|poiid:B001B1DI2A|name:龙记菜馆|address:洞庭街40号|location:114.299068,30.583024|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B0BCYJ|name:旺旺小炒(兰陵路)|address:兰陵路19|location:114.299452,30.585757|tel:027-82777209|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B18PYC|name:张家界牛肉牛杂粉面馆|address:洞庭街40附近|location:114.298974,30.58276|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B08U8U|name:鸿运活鱼馆|address:鄱阳街66号(近兰陵路)|location:114.299345,30.585911|tel:027-82807544|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B08BPQ|name:土匪鱼|address:兰陵路|location:114.299114,30.58607|tel:13507161152|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B0A851|name:老屋家常菜|address:兰陵路10|location:114.299868,30.585755|tel:027-82816625|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B18NNV|name:神农架特色小吃馆|address:兰陵路20|location:114.299574,30.585959|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:027|poiid:B001B16HJA|name:民生鲜鱼馆|address:合作路26号|location:114.29722,30.585867|tel:027-82899958;027-82822009|type:餐饮服务;中餐厅;海鲜酒楼
citycode:027|poiid:B001B1DH5B|name:大名古无国界音乐餐厅|address:天津路特1号临江饭店1楼|location:114.29979,30.58275|tel:027-82800998|type:餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:027|poiid:B001B04208|name:爱琴海(洞庭社区北)|address:兰陵路6号|location:114.300363,30.585509|tel:027-82805750|type:体育休闲服务;娱乐场所;棋牌室|餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:027|poiid:B001B1II6X|name:聚贤庄串串香|address:兰陵路26号(近苏荷酒吧,兰陵菜场)|location:114.29903,30.586246|tel:13971463669|type:餐饮服务;中餐厅;火锅店
citycode:027|poiid:B001B1GZWF|name:蜀地辣子鱼|address:兰陵路6号(与洞庭街交会附近,靠近汉口江滩西三门)|location:114.30046,30.585432|tel:027-82708548|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:027|poiid:B001B06U39|name:临江饭店|address:天津路3|location:114.299924,30.582686|tel:027-68826170;027-68826138;027-68826209|type:住宿服务;宾馆酒店;宾馆酒店|餐饮服务;中餐厅;综合酒楼
citycode:027|poiid:B0FFF3EKTC|name:川尚川尚美食涮锅坊|address:汉口沿江大道临江饭店1层(江滩公园正门对面)|location:114.299929,30.582652|tel:027-82821818|type:餐饮服务;中餐厅;火锅店
