citycode:021|poiid:B00140I2WL|name:小红牛火锅(荔湾旗舰店)|address:荔湾路104号5号楼首层|location113.244928,23.132481|tel:020-81953615type:餐饮服务;中餐厅;火锅店
citycode:021|poiid:B00140UAQM|name:宴荟(人民中路店)|address:人民中路555号美国银行大厦中心2楼(近惠福西路)|location113.25357,23.12287|tel:020-81300638type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:021|poiid:B00140WAI4|name:麻田会(中八店)|address:中山八路12号荔景商城5层|location113.240636,23.126022|tel:020-81378788;020-88248422type:餐饮服务;中餐厅;火锅店
citycode:021|poiid:B00140JZP2|name:顺德一品粥(广州芳村店)|address:芳村花蕾路花地美食广场89号|location113.236772,23.092866|tel:020-81630188;020-81630288type:餐饮服务;中餐厅;火锅店
citycode:021|poiid:B00140ID9C|name:重庆秦妈火锅|address:荔湾北路97号动感小西关大门|location113.243749,23.128814|tel:020-81251288type:餐饮服务;中餐厅;火锅店
citycode:021|poiid:B00141JW05|name:稻香酒家(富邦店)|address:中山七路51号富邦中心4楼401号(近光复北路)|location113.25276,23.125063|tel:020-31026021;020-31028200type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:021|poiid:B00140BIB7|name:西关世家园林酒家|address:龙津西路155号|location113.236118,23.122566|tel:020-81951688;020-81953188type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:021|poiid:B00140U5GB|name:鹅公村(德苑西南)|address:花地大道南402-404|location113.224274,23.055963|tel:020-81513428;020-81513438type:餐饮服务;中餐厅;中餐厅
citycode:021|poiid:B00140WGS4|name:荷香居|address:芳村大道中洞企石路南方茶叶市场后(近铁路)|location113.221525,23.10363|tel:020-61109448type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:021|poiid:B00140NWW6|name:食为天(西增店)|address:西增路20-22|location113.240121,23.143212|tel:020-26282920;020-26283369;020-26283987type:餐饮服务;中餐厅;综合酒楼
citycode:021|poiid:B00140H0WD|name:向群饭店(龙津路总店)|address:龙津东路853-857|location113.251427,23.1218|tel:020-81885146type:餐饮服务;中餐厅;中餐厅
citycode:021|poiid:B00141KFON|name:南围大排档|address:南围村18-19号|location113.227415,23.070454|tel:020-81406523type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:021|poiid:B00140QW7W|name:蜀福来(西华总店)|address:西华路540|location113.253486,23.128585|tel:020-81306923type:餐饮服务;中餐厅;火锅店
citycode:021|poiid:B00141HXIE|name:广州酒家(江畔红楼店)|address:红楼路55|location113.22357,23.122295|tel:020-22052388;020-81783388;020-81786813type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:021|poiid:B00140GZJD|name:水蛇村|address:镇安路文化公园奕苑|location113.249587,23.110057|tel:020-81011293;020-81012293;020-81856716type:餐饮服务;中餐厅;中餐厅
citycode:021|poiid:B00140NM1D|name:塔影楼酒馆|address:沿江西路36号|location113.251462,23.10704|tel:020-81014378type:餐饮服务;中餐厅;综合酒楼
citycode:021|poiid:B00140WBZP|name:原汁原味|address:荔湾路97号动感小西关5号楼|location113.242212,23.129293|tel:020-81299268;020-81299662;020-84155912type:餐饮服务;中餐厅;综合酒楼
citycode:021|poiid:B00140UXW3|name:文记壹心鸡|address:宝华路旋源桥10号|location113.241956,23.114562|tel:020-81728870;020-81728887type:餐饮服务;中餐厅;中餐厅
citycode:021|poiid:B00140THD1|name:佬湘楼(白鹅潭分店)|address:芳村酒吧街C1区|location113.240391,23.100456|tel:020-81549186;020-81549189type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:021|poiid:B00140GZB6|name:石头咕(芳村店)|address:芳村大道中211号2层|location113.238309,23.097237|tel:020-81805556type:餐饮服务;中餐厅;中餐厅
citycode:021|poiid:B00140HYK0|name:顺德均安鱼庄|address:芳村花地美食街广场54号|location113.236079,23.09209|tel:020-81579295;020-81650116;020-81678830type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:021|poiid:B00140UA5U|name:贞嫂大排档|address:荔湾区中山七路陈家祠广场后面小巷内|location113.245774,23.12665|tel:13922264938type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:021|poiid:B00140GTVV|name:东海湾酒家|address:芳村花地大道262号(近地铁花地湾站)|location113.233159,23.088242|tel:020-81558666;020-81559520;4007339993type:餐饮服务;中餐厅;海鲜酒楼
citycode:021|poiid:B00140UXVV|name:金城酒家|address:芳村龙溪大道412号(花卉博览会对面)|location113.199405,23.068537|tel:020-81418828type:餐饮服务;中餐厅;综合酒楼
citycode:021|poiid:B00140W7JP|name:十甫轩|address:第十甫路188号广州十甫假日酒店内4层|location113.245312,23.113029|tel:020-81380088type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:021|poiid:B00140WATF|name:肥羊王火锅|address:上下久步行街十甫路假日尚品3楼|location113.245292,23.113188|tel:020-81075096type:餐饮服务;中餐厅;火锅店
citycode:021|poiid:B00140LGU5|name:盛苑酒家|address:芳村花地大道123号|location113.23403,23.091804|tel:020-81558668;020-81558777;020-81567221type:餐饮服务;中餐厅;综合酒楼
citycode:021|poiid:B00140WDVC|name:西关人家(德星路)|address:德星路9号荔湾广场|location113.24873,23.116394|tel:020-81380308;020-81395037type:餐饮服务;中餐厅;中餐厅
citycode:021|poiid:B00140GWYW|name:兰桂坊(分店)|address:沙面南街自编7号翠洲园内(近人民桥)|location113.248214,23.105893|tel:020-81217012;020-81217063type:餐饮服务;中餐厅;中餐厅
citycode:021|poiid:B00140UY3L|name:华哥新鲜猪什精品|address:东朗沙洛新村427号后门|location113.255348,23.063269|tel:020-81548785type:餐饮服务;中餐厅;火锅店
citycode:021|poiid:B00140ET5E|name:侨美食家(沙面总店)|address:沙面南街52号(白天鹅宾馆旁)|location113.243977,23.106305|tel:020-81217018;020-81217168;020-81218525type:餐饮服务;中餐厅;中餐厅
citycode:021|poiid:B00140SNRQ|name:满园春美食馆|address:龙津西路83|location113.236419,23.11909|tel:020-81937491;020-81945618type:餐饮服务;中餐厅;中餐厅
citycode:021|poiid:B00140UGRM|name:鼎盛|address:荔湾路149|location113.244347,23.134804|tel:020-81930748type:餐饮服务;中餐厅;综合酒楼
citycode:021|poiid:B00140HIO8|name:红辣椒麻辣火锅店|address:中展里71|location113.247607,23.139505|tel:020-36237371type:餐饮服务;中餐厅;火锅店
citycode:021|poiid:B00140HY5J|name:世纪明珠海鲜酒楼(荔湾路)|address:荔湾路78|location113.24437,23.128432|tel:020-81725828;020-81725838;4007339993type:餐饮服务;中餐厅;海鲜酒楼
citycode:021|poiid:B00141HXI5|name:地一居海鲜酒楼(总店)|address:芳村百花路40号|location113.227611,23.094529|tel:020-81596899;020-81688688type:餐饮服务;中餐厅;海鲜酒楼
citycode:021|poiid:B00140WBZL|name:向群饭店(荔湾店)|address:泮塘路东侧D栋E栋|location113.236465,23.122781|tel:020-81198699;020-81198808type:餐饮服务;中餐厅;中餐厅
citycode:021|poiid:B00141J7MQ|name:宝蜜园大酒楼|address:东漖北路涌岸街1号|location113.230127,23.097542|tel:020-81608888type:餐饮服务;中餐厅;综合酒楼
citycode:021|poiid:B00140JPVS|name:客家王家乡酒家(西湾店)|address:环市西路68|location113.243135,23.142585|tel:020-86477707;020-86516580type:餐饮服务;中餐厅;中餐厅
citycode:021|poiid:B00141KFS8|name:名盈轩|address:中山七路51号富邦中心3楼307铺(近光复北路)|location113.25285,23.12538|tel:020-81235369type:餐饮服务;中餐厅;广东菜(粤菜)
