citycode:0755|poiid:B02F30AAD6|name:同乐餐厅|address:笋岗东路1001号同乐大厦|location:114.124619,22.555476|tel:0755-82223576|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0755|poiid:B02F37TADF|name:新东江桥嘴河鲜坊|address:笋岗东路1000|location:114.123151,22.556939|tel:0755-25665116;0755-25665446;13760241585|type:餐饮服务;中餐厅;中餐厅
citycode:0755|poiid:B02F38N1AC|name:湘谷园|address:洪湖一街翠盈嘉园首层7号铺(儿童公园对面)|location:114.123314,22.557013|tel:0755-25901699;0755-25901799|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0755|poiid:B0FFF2CAIO|name:嘉禾湘谷园(洪湖店)|address:洪湖一街23-7|location:114.122891,22.557346|tel:0755-25901699|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0755|poiid:B02F37UOGP|name:强记桂林米粉(秦香源洪湖店)|address:洪湖一街23-5|location:114.122912,22.557389|tel:0755-25834633;0755-25834622|type:餐饮服务;中餐厅;中餐厅
citycode:0755|poiid:B02F30049E|name:新宝城海鲜坊(翠盈嘉园西南)|address:笋岗东路1002-2|location:114.121967,22.556804|tel:0755-25161638;0755-25161628|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0755|poiid:B02F37UM6Y|name:炽仔海鲜菜馆|address:笋岗东路1002-8|location:114.122035,22.557053|tel:0755-25170588|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0755|poiid:B02F38T9VE|name:艺嘉好食府|address:文锦中路附近|location:114.125642,22.557181|tel:0755-22911999|type:餐饮服务;中餐厅;中餐厅
citycode:0755|poiid:B02F38JLMB|name:怡悦湛江鸡饭店|address:东门北路1001之15-16|location:114.126627,22.5553|tel:0755-22920702;0755-22277668|type:餐饮服务;中餐厅;中餐厅
citycode:0755|poiid:B02F37URBG|name:金濠皇宫酒楼|address:人民北路3146-4号永通大厦3层|location:114.121115,22.555129|tel:0755-82209988;0755-82222299|type:餐饮服务;中餐厅;综合酒楼
citycode:0755|poiid:B02F38TE9L|name:天天美食馆|address:洪湖一街12号2层|location:114.122885,22.557754|tel:|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0755|poiid:B02F37VW3T|name:如福海鲜酒楼|address:东门中路(宝安海雅百货)|location:114.124618,22.552842|tel:0755-82299223|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0755|poiid:B02F37VYPI|name:三春晖食馆|address:乐园路72号地下|location:114.126599,22.556179|tel:0755-22952296;0755-82177963;0755-82283802|type:餐饮服务;中餐厅;中餐厅
citycode:0755|poiid:B02F37TPA1|name:叶记沙县小吃|address:人民北路3116|location:114.121114,22.554622|tel:0755-82258369|type:餐饮服务;中餐厅;中餐厅
citycode:0755|poiid:B02F38M9TO|name:烟台大饺子|address:洪湖五街(近洪湖沃尔玛)|location:114.121964,22.557458|tel:13713783567|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0755|poiid:B02F38ZS1W|name:煌上堭(洪湖专卖店)|address:洪湖一街9|location:114.123534,22.558112|tel:0755-22657137;18926549336|type:餐饮服务;中餐厅;中餐厅
citycode:0755|poiid:B02F38N1V5|name:艺嘉国际大酒店自助餐厅|address:文锦北路1010号文锦广场A座艺嘉国际大酒店5楼西餐厅|location:114.1256,22.557661|tel:0755-22911888|type:餐饮服务;中餐厅;中餐厅
citycode:0755|poiid:B02F38SSTB|name:嘉旺(洪湖分店)|address:笋岗东路1002号宝安广场ABC栋C座|location:114.121506,22.557095|tel:0755-25161609;0755-25161878|type:餐饮服务;快餐厅;快餐厅
citycode:0755|poiid:B02F30589M|name:西北正宗牛肉拉面|address:东门中路2128-2|location:114.125035,22.552725|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:0755|poiid:B02F38OVKB|name:东旺餐厅|address:东升街130|location:114.12535,22.552805|tel:0755-82285527|type:餐饮服务;中餐厅;中餐厅
citycode:0755|poiid:B02F37VVEL|name:福鑫记猪肚鸡(人民北路店)|address:人民北路3090|location:114.121049,22.554111|tel:0755-82254686|type:餐饮服务;中餐厅;中餐厅
citycode:0755|poiid:B02F37TH53|name:面点王(人民北路)|address:人民北路3088|location:114.121055,22.554018|tel:0755-82253650|type:餐饮服务;快餐厅;快餐厅
citycode:0755|poiid:B02F38OGOR|name:新概念营养厨房|address:文锦北路1001号|location:114.12398,22.558308|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0755|poiid:B02F38JLNA|name:香记牛肉火锅城|address:人民北路3086-1|location:114.121049,22.553821|tel:0755-82181060|type:餐饮服务;中餐厅;火锅店
citycode:0755|poiid:B02F38IHEZ|name:雅园大酒楼|address:东门北路1001号|location:114.127204,22.555227|tel:0755-25605888;0755-25600138;0755-25606138|type:餐饮服务;中餐厅;综合酒楼
citycode:0755|poiid:B02F38UNV0|name:昌妹沙县小吃|address:洪湖一街2-7|location:114.123675,22.558516|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0755|poiid:B02F37TLBM|name:喜旺中西快餐(人民北分店)|address:人民北路3107|location:114.120452,22.554762|tel:0755-82221206;0755-82232999;0755-82532999|type:餐饮服务;中餐厅;中餐厅
citycode:0755|poiid:B02F37URX0|name:南港港式烧腊(人民北店)|address:人民北路3105|location:114.120457,22.554723|tel:0755-82253212;0755-82253202|type:餐饮服务;中餐厅;中餐厅
citycode:0755|poiid:B02F37W05M|name:美味潮州餐厅|address:人民北路名仕商城1-1号|location:114.12039,22.555403|tel:0755-82202771|type:餐饮服务;中餐厅;潮州菜
citycode:0755|poiid:B02F37VT23|name:翠香亭餐厅松山洪湖店|address:沙井松山洪湖路1号楼1号铺|location:114.120678,22.556664|tel:0755-33843678|type:餐饮服务;快餐厅;快餐厅
citycode:0755|poiid:B02F38OKGF|name:清真牛肉拉面|address:洪湖一街|location:114.123707,22.558597|tel:0755-25665284|type:餐饮服务;中餐厅;清真菜馆
citycode:0755|poiid:B02F38TFZF|name:世培沙县小吃|address:翠园街68号|location:114.127428,22.555369|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0755|poiid:B02F38SPZI|name:乡村大碗菜|address:东升街93|location:114.125654,22.552463|tel:0755-82187167;0755-82602711|type:餐饮服务;中餐厅;湖南菜(湘菜)|餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0755|poiid:B02F37W5QS|name:阿川小吃店|address:田贝一路72号建贸大厦|location:114.125074,22.558481|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0755|poiid:B02F38VLQ9|name:阳光餐厅|address:东门北路1001旁|location:114.1275,22.555247|tel:|type:餐饮服务;快餐厅;快餐厅
